Date & time of file creation	2024-08-06 1:14 PM																																	
Data file path	C:\Users\ry1ho\OneDrive\Desktop\Kenauk Respirometry   2024 RH\Respirometry Data Summer 2024\Aug 5 2024\Aug6_2024_BrookTrout_Trial2.txt																																	
Raw data file path	C:\Users\ry1ho\OneDrive\Desktop\Kenauk Respirometry   2024 RH\Respirometry Data Summer 2024\Aug 5 2024\Aug6_2024_BrookTrout_Trial2_raw.txt																																	
																																		
																																		
Parameter/Chamber	Wet weight [g]	Resp. volume [mL]	Fish length [cm]	Fractional error [%]	Chamber notes																													
Chamber 1	100	900	10																															
Chamber 2	100	900																																
Chamber 3	100	900																																
Chamber 4	100	900																																
																																		
																																		
Date &Time [DD-MM-YYYY/HH:MM:SS]	Time [sec]	Loop	Phase time [s]	CH 1 MO2 [mgO2/kg/hr]	CH 1 slope [%air sat./hr]	CH 1 R^2	CH 1 max O2 [%air sat.]	CH 1 min O2 [%air sat.]	CH 1 avg O2 [%air sat.]	CH 1 avg temp [°C]	CH 2 MO2 [mgO2/kg/hr]	CH 2 slope [%air sat./hr]	CH 2 R^2	CH 2 max O2 [%air sat.]	CH 2 min O2 [%air sat.]	CH 2 avg O2 [%air sat.]	CH 2 avg temp [°C]	CH 3 MO2 [mgO2/kg/hr]	CH 3 slope [%air sat./hr]	CH 3 R^2	CH 3 max O2 [%air sat.]	CH 3 min O2 [%air sat.]	CH 3 avg O2 [%air sat.]	CH 3 avg temp [°C]	CH 4 MO2 [mgO2/kg/hr]	CH 4 slope [%air sat./hr]	CH 4 R^2	CH 4 max O2 [%air sat.]	CH 4 min O2 [%air sat.]	CH 4 avg O2 [%air sat.]	CH 4 avg temp [°C]	AMB temp N°1 avg temp [°C]	AMB temp N°1 setpoint [°C]	AMB temp N°1 hysteresis [°C]
2024-08-06/1:25:26 PM	617	1	F300/W1/M600	54.5	-54.680	0.918	100.39	91.58	97.24	9.85	0.0	-1.681	0.000	100.55	99.64	100.08	9.85	-2.5	0.738	0.332	104.14	103.06	103.75	9.85	0.3	-1.920	0.013	100.08	99.21	99.66	9.85	9.85	20.00	0.10
2024-08-06/1:40:27 PM	1518	2	F300/W1/M600	48.2	-48.340	0.986	97.92	90.01	93.92	9.65	42.7	-43.053	0.805	99.98	92.26	97.74	9.65	-0.6	-1.160	0.038	103.71	102.79	103.26	9.65	-0.4	-1.325	0.021	99.42	98.59	99.04	9.65	9.68	20.00	0.10
2024-08-06/1:55:28 PM	2419	3	F300/W1/M600	43.3	-40.413	0.996	97.79	91.21	94.70	9.74	87.9	-83.819	0.995	97.44	84.53	91.37	9.74	117.3	-112.350	0.990	102.65	85.78	95.26	9.74	-0.2	1.976	0.009	98.97	98.13	98.48	9.74	9.70	20.00	0.10
2024-08-06/2:10:29 PM	3320	4	F300/W1/M600	42.1	-38.831	0.993	97.57	90.88	94.55	9.96	67.9	-64.197	0.993	96.66	86.36	91.99	9.96	105.6	-100.972	0.995	99.11	83.67	91.85	9.96	116.2	-111.350	0.941	98.25	81.20	92.20	9.96	9.92	20.00	0.10
2024-08-06/2:25:30 PM	4221	5	F300/W1/M600	35.7	-36.936	0.995	96.48	90.34	93.56	10.10	66.4	-67.045	0.988	96.30	86.02	91.87	10.10	82.5	-82.825	0.995	98.62	85.82	92.62	10.10	138.0	-137.095	0.997	94.18	73.08	84.44	10.10	10.09	20.00	0.10
2024-08-06/2:40:31 PM	5122	6	F300/W1/M600	34.4	-36.201	0.993	95.67	89.84	92.92	9.84	54.8	-56.059	0.983	95.19	86.20	91.51	9.84	67.9	-68.864	0.991	98.11	87.46	93.32	9.84	113.0	-112.543	0.995	93.07	75.57	85.19	9.84	9.89	20.00	0.10
