Date & time of file creation	2024-08-07 4:28 PM																																	
Data file path	C:\Users\ry1ho\OneDrive\Desktop\Kenauk Respirometry   2024 RH\Respirometry Data Summer 2024\Aug 5 2024\Aug7_2024_PostBlank_Trial2.txt																																	
Raw data file path	C:\Users\ry1ho\OneDrive\Desktop\Kenauk Respirometry   2024 RH\Respirometry Data Summer 2024\Aug 5 2024\Aug7_2024_PostBlank_Trial2_raw.txt																																	
																																		
																																		
Parameter/Chamber	Wet weight [g]	Resp. volume [mL]	Fish length [cm]	Fractional error [%]	Chamber notes																													
Chamber 1	100	900	10																															
Chamber 2	100	900																																
Chamber 3	100	900																																
Chamber 4	100	900																																
																																		
																																		
Date &Time [DD-MM-YYYY/HH:MM:SS]	Time [sec]	Loop	Phase time [s]	CH 1 MO2 [mgO2/kg/hr]	CH 1 slope [%air sat./hr]	CH 1 R^2	CH 1 max O2 [%air sat.]	CH 1 min O2 [%air sat.]	CH 1 avg O2 [%air sat.]	CH 1 avg temp [°C]	CH 2 MO2 [mgO2/kg/hr]	CH 2 slope [%air sat./hr]	CH 2 R^2	CH 2 max O2 [%air sat.]	CH 2 min O2 [%air sat.]	CH 2 avg O2 [%air sat.]	CH 2 avg temp [°C]	CH 3 MO2 [mgO2/kg/hr]	CH 3 slope [%air sat./hr]	CH 3 R^2	CH 3 max O2 [%air sat.]	CH 3 min O2 [%air sat.]	CH 3 avg O2 [%air sat.]	CH 3 avg temp [°C]	CH 4 MO2 [mgO2/kg/hr]	CH 4 slope [%air sat./hr]	CH 4 R^2	CH 4 max O2 [%air sat.]	CH 4 min O2 [%air sat.]	CH 4 avg O2 [%air sat.]	CH 4 avg temp [°C]	AMB temp N°1 avg temp [°C]	AMB temp N°1 setpoint [°C]	AMB temp N°1 hysteresis [°C]
2024-08-07/4:39:15 PM	602	1	M600	-6.5	4.116	0.758	101.94	100.51	101.32	9.87	-12.4	9.796	0.783	105.31	102.47	104.40	9.87	-9.2	6.665	0.826	103.63	101.65	102.98	9.87	-10.0	7.464	0.835	104.14	101.74	103.38	9.87	9.87	20.00	0.10
2024-08-07/4:49:15 PM	1202	2	M600	-5.1	2.355	0.762	102.26	101.07	101.80	9.70	-4.4	1.610	0.676	105.58	104.60	105.08	9.70	-4.0	1.289	0.633	103.96	102.98	103.47	9.70	-4.8	2.037	0.782	104.41	103.47	104.00	9.70	9.70	20.00	0.10
2024-08-07/4:59:15 PM	1802	3	M600	-1.6	0.418	0.183	102.46	101.74	102.05	9.54	0.1	-1.251	0.001	105.47	104.74	105.13	9.54	0.0	-1.192	0.000	103.95	103.15	103.53	9.54	-1.0	-0.213	0.079	104.52	103.85	104.19	9.54	9.54	20.00	0.10
2024-08-07/5:09:15 PM	2402	4	M600	3.5	-1.925	0.682	102.14	101.42	101.82	9.60	3.8	-2.173	0.749	105.15	104.26	104.71	9.60	3.8	-2.181	0.713	103.56	102.76	103.17	9.60	3.3	-1.680	0.701	104.43	103.60	103.96	9.60	9.60	20.00	0.10
2024-08-07/5:19:15 PM	3002	5	M600	2.8	-1.415	0.605	101.94	101.21	101.56	9.70	1.9	-0.503	0.473	104.76	104.22	104.50	9.70	2.2	-0.802	0.470	103.34	102.54	102.94	9.70	2.7	-1.213	0.622	104.06	103.40	103.72	9.70	9.70	20.00	0.10
2024-08-07/5:29:15 PM	3602	6	M600	2.0	-0.784	0.448	101.68	101.08	101.37	9.78	1.5	-0.211	0.322	104.79	104.12	104.43	9.78	1.1	0.108	0.215	103.16	102.57	102.88	9.78	1.8	-0.542	0.479	103.81	103.19	103.57	9.78	9.78	20.00	0.10
2024-08-07/5:39:15 PM	4202	7	M600	1.8	-0.587	0.406	101.55	100.93	101.24	9.86	0.8	0.396	0.145	104.78	104.19	104.45	9.86	1.1	0.094	0.177	103.20	102.53	102.89	9.86	1.5	-0.269	0.374	103.75	103.20	103.47	9.86	9.86	20.00	0.10
2024-08-07/5:49:15 PM	4802	8	M600	1.4	-0.332	0.331	101.47	100.89	101.18	9.94	0.7	0.412	0.119	104.81	104.18	104.52	9.94	0.6	0.458	0.084	103.26	102.57	102.95	9.94	1.1	-0.007	0.270	103.67	103.20	103.43	9.94	9.94	20.00	0.10
2024-08-07/5:59:15 PM	5402	9	M600	1.3	-0.267	0.346	101.40	100.80	101.12	10.01	0.8	0.302	0.177	104.84	104.34	104.59	10.01	0.4	0.666	0.037	103.29	102.74	103.03	10.01	1.3	-0.180	0.340	103.64	103.18	103.39	10.01	10.01	20.00	0.10
2024-08-07/6:09:15 PM	6002	10	M600	1.1	-0.151	0.303	101.38	100.88	101.08	10.08	0.4	0.584	0.064	104.96	104.43	104.67	10.08	0.5	0.539	0.065	103.37	102.89	103.12	10.08	0.9	0.099	0.225	103.63	103.14	103.38	10.08	10.08	20.00	0.10
2024-08-07/6:19:15 PM	6602	11	M600	1.0	-0.104	0.250	101.33	100.79	101.07	10.15	0.4	0.515	0.057	105.00	104.48	104.75	10.15	0.1	0.824	0.003	103.51	102.98	103.22	10.15	1.0	-0.089	0.269	103.61	103.15	103.39	10.15	10.15	20.00	0.10
2024-08-07/6:29:15 PM	7202	12	M600	0.9	0.040	0.214	101.33	100.79	101.07	10.21	0.5	0.480	0.062	105.10	104.60	104.84	10.21	0.3	0.620	0.022	103.57	103.04	103.32	10.21	0.7	0.232	0.153	103.64	103.18	103.40	10.21	10.21	20.00	0.10
